lineOrig,No,Time,Y,X,SVL_mm,Color,Nuptial_Pads,gravid,Demography 
525,26,2226,4119870,364419,40.5,GY,N,N,SNBA
526,27,2229,4119861,364432,56,Y,Y,N,M
527,28,2231,4119858,364435,43.4,Y,Y,N,M
528,29,2233,4119866,364424,44.8,GY,N,N,SNBA
529,30,2303,4119951,364467,40.5,GY,N,N,SNBA
530,31,2308,4119975,364442,37.2,GY,N,N,SNBA
531,32,2312,4119992,364475,39.6,GY,N,N,SNBA
532,33,2316,4119973,364497,53.4,DY,N,Y,F
533,34,2321,4120000,364498,37.1,DY,N,N,SNBA
534,35,2325,4119994,364506,35.7,G,N,N,SNBA
535,36,2325,4119995,364518,38.4,DY,N,N,SNBA
536,37,2326,4119998,364521,39.2,GY,N,N,SNBA
537,38,2328,4119988,364531,34.1,G,N,N,SNBA
538,39,2328,4119991,364530,34.6,GY,N,N,SNBA
539,40,2334,4120003,364545,39.3,GY,N,N,SNBA
540,41,2336,4119994,364548,40,GY,N,N,SNBA
541,42,2337,4119995,364555,31.7,G,N,N,SNBA
542,43,2339,4120001,364550,36.5,GY,N,N,SNBA
543,44,2340,4120008,364546,38.3,DY,N,N,SNBA
544,45,2342,4120001,364564,39.9,DY,N,N,SNBA
545,46,2349,4120006,364557,33.8,GY,N,N,SNBA
546,47,2352,4120003,364557,38.4,GY,N,N,SNBA
547,48,2355,4120002,364573,46.5,Y,Y,N,M
548,49,2356,4120002,364574,38.5,GY,N,N,SNBA
549,50,2,4120001,364583,41.8,GY,N,N,SNBA
550,51,3,4120007,364588,46.5,Y,Y,N,M
551,52,6,4120010,364594,43.7,DY,N,N,SNBA
552,53,10,4119991,364607,51.8,DY,N,Y,F
553,54,12,4120020,364598,36.2,GY,N,N,SNBA
554,55,14,4120000,364608,41.2,GY,N,N,SNBA
555,56,18,4120007,364630,51.1,Y,Y,N,M
556,57,20,4120004,364628,43.6,Y,Y,N,M
557,58,21,4120012,364631,38.8,GY,N,N,SNBA
558,59,24,4120006,364638,48.6,Y,Y,N,M
559,60,26,4119993,364635,42.9,Y,Y,N,M
560,61,35,4120015,364656,37.8,G,N,N,SNBA
561,62,37,4120014,364662,38.1,GY,N,N,SNBA
562,63,38,4120022,364662,43.5,GY,N,N,SNBA
563,64,39,4120003,364655,42.1,GY,N,N,SNBA
564,65,41,4120030,364660,38,GY,N,N,SNBA
565,66,42,4120024,364650,37.6,GY,N,N,SNBA
566,67,47,4120028,364674,33.3,GY,N,N,SNBA
567,68,49,4120032,364669,37.6,G,N,N,SNBA
568,69,50,4120041,364675,36.3,GY,N,N,SNBA
569,70,53,4120034,364667,37.3,GY,N,N,SNBA
570,71,54,4120023,364673,39.3,GY,N,N,SNBA
571,72,55,4120030,364669,36.6,G,N,N,SNBA
572,73,56,4120031,364668,33.6,GY,N,N,SNBA
573,74,110,4119720,364652,49.1,DY,Y,N,M
574,75,111,4119708,364648,43.7,DY,N,N,SNBA
575,76,116,4119723,364669,38.1,GY,N,N,SNBA
576,77,117,4119720,364668,41.4,GY,N,N,SNBA
577,78,118,4119722,364655,38.9,GY,N,N,SNBA
578,79,121,4119720,364662,41.8,DY,N,N,SNBA
579,1,2122,4118916,366457,50.8,DY,N,Y,F
580,2,2125,4118862,366418,49,DY,N,Y,F
581,3,2157,4118725,366485,50.5,GY,N,Y,F
582,4,2203,4118567,366459,46.5,Y,Y,N,M
583,5,2205,4118568,366457,48.1,Y,Y,N,M
584,6,2209,4118511,366426,54.2,Y,Y,N,M
585,7,2209,4118512,366427,56.1,DY,Y,N,M
586,8,2212,4118471,366402,45.1,GY,N,N,SNBA
587,9,2220,4118421,366058,52.5,Y,Y,N,M
588,10,2223,4118425,366026,47.5,Y,Y,N,M
589,11,2225,4118433,365987,55.5,DY,N,Y,F
590,12,2229,4118446,365962,53.2,Y,Y,N,M
591,13,2240,4118447,365892,47.6,Y,Y,N,M
592,14,2242,4118425,365873,55.5,Y,Y,N,M
593,15,2242,4118419,365873,56.5,Y,Y,N,M
594,16,2244,4118430,365858,53.2,DY,N,Y,F
595,17,2244,4118423,365853,59.8,DY,Y,N,M
596,18,2245,4118407,365851,60.2,Y,Y,N,M
597,19,2245,4118406,365851,49.1,GY,N,Y,F
598,20,2247,4118426,365851,54.2,Y,Y,N,M
599,21,2249,4118424,365851,50.4,DY,N,N,SNBA
600,22,2250,4118422,365824,53.4,Y,Y,N,M
601,23,2252,4118414,365846,54.6,DY,N,Y,F
602,24,2254,4118406,365827,52.8,G,N,Y,F
603,25,2257,4118407,365814,52.2,Y,N,Y,F
604,26,2257,4118395,365828,53.1,DY,N,Y,F
605,27,2302,4118423,365794,44.6,GY,N,Y,F
606,28,2302,4118434,365782,55.6,Y,Y,N,M
607,29,2322,4118435,365286,55.5,DY,N,Y,F
608,30,2324,4118456,365294,53.4,DY,N,N,SNBA
609,31,2327,4118444,365321,46.4,G,N,N,SNBA
610,32,2330,4118442,365306,54.4,Y,N,Y,F
611,33,2331,4118430,365323,51,G,N,Y,F
612,34,2333,4118437,365324,54.4,Y,Y,N,M
613,35,2338,4118424,365386,38.1,G,N,N,SNBA
614,36,2338,4118424,365386,39.8,G,N,N,SNBA
615,37,2340,4118428,365375,43.6,DY,N,N,SNBA
616,38,2344,4118390,365424,47.5,GY,N,N,SNBA
617,39,2347,4118404,365432,43.9,G,N,N,SNBA
618,40,2348,4118404,365457,50.7,GY,N,Y,F
619,41,2350,4118406,365461,49.1,GY,N,Y,F
620,42,2352,4118400,365466,39.6,DY,N,N,SNBA
621,43,2356,4118422,365479,43.5,G,N,N,SNBA
622,44,2356,4118408,365502,51.2,DY,N,Y,F
623,45,2,4118397,365513,52.8,DY,N,Y,F
624,46,5,4118426,365547,56.6,Y,Y,N,M
625,47,7,4118450,365570,60.9,GY,N,Y,F
626,48,18,4118436,365626,35.5,G,N,N,SNBA
627,49,18,4118443,365637,50.6,DY,N,Y,F
628,50,21,4118450,365539,49.7,GY,N,N,SNBA
629,51,23,4118434,365626,46.5,GY,N,Y,F
630,52,25,4118440,365657,45.2,GY,N,Y,F
631,53,27,4118436,365671,46.9,GY,N,Y,F
632,54,28,4118432,365691,44.7,GY,N,N,SNBA
633,55,29,4118426,365701,38.1,G,N,N,SNBA
634,56,32,4118416,365750,53.8,DY,N,Y,F
635,57,35,4118413,365738,49.9,DY,N,Y,F
636,58,36,4118399,365747,54,GY,N,Y,F
637,59,38,4118418,365766,60.8,Y,Y,N,M
638,60,38,4118404,365757,50.3,Y,Y,N,M
639,61,41,4118379,365759,50.7,DY,N,Y,F
640,62,43,4118408,365762,48.5,Y,Y,N,M
641,63,53,4118395,365831,46.6,DY,N,Y,F
642,64,56,4118379,365796,50.3,Y,Y,N,M
643,65,100,4118387,365833,53.7,Y,Y,N,M
644,66,100,4118402,365868,47.9,DY,N,Y,F
645,67,102,4118390,365844,54,Y,N,Y,F
646,68,104,4118397,365863,51.2,Y,Y,N,M
647,69,105,4118410,365883,57.7,DY,N,Y,F
648,70,105,4118404,365881,50.5,Y,Y,N,M
649,71,106,4118379,365869,49.4,DY,N,Y,F
650,72,106,4118379,365869,50.4,Y,Y,N,M
651,73,106,4118379,365869,59.6,Y,Y,N,M
652,74,108,4118379,365875,49.5,Y,Y,N,M
653,75,115,4118404,365984,48.8,Y,Y,N,M
654,76,115,4118402,365982,50.7,Y,N,Y,F
655,1,2129,4119017,366451,53.6,Y,N,Y,F
656,2,2132,4119011,366466,52.5,Y,Y,N,M
657,3,2136,4119008,366446,48.1,DY,N,Y,F
658,4,2207,4118586,366481,36.9,GY,N,N,SNBA
659,5,2209,4118582,366478,43.7,DY,N,N,SNBA
660,6,2213,4118557,366483,43.7,DY,N,Y,F
661,7,2215,4118535,366465,36.8,GY,N,N,SNBA
662,8,2218,4118502,366470,43.1,GY,N,N,SNBA
663,9,2222,4118479,366450,39.9,GY,N,N,SNBA
664,10,2222,4118469,366455,46.9,GY,N,Y,F
665,11,2224,4118483,366450,53.2,DY,N,Y,F
666,12,2225,4118484,366438,46.7,Y,Y,N,M
667,13,2226,4118480,366435,46.6,Y,Y,N,M
668,14,2228,4118478,366430,47.2,Y,Y,N,M
669,15,2228,4118474,366439,38.5,G,N,N,SNBA
670,16,2229,4118471,366440,53.1,DY,N,Y,F
671,17,2231,4118474,366436,41.8,DY,N,Y,F
672,18,2231,4118473,366437,44.2,DY,N,Y,F
673,19,2232,4118475,366438,52.9,DY,N,Y,F
674,20,2234,4118485,366438,39.7,G,N,N,SNBA
675,21,2235,4118476,366431,44.8,DY,N,N,SNBA
676,22,2236,4118470,366433,50.4,DY,N,Y,F
677,23,2236,4118464,366428,42.2,G,N,Y,F
678,24,2238,4118446,366445,54.8,Y,Y,N,M
679,25,2241,4118444,366437,47.1,DY,N,Y,F
680,26,2249,4118440,366396,45,DY,N,Y,F
681,27,2249,4118435,366398,52.6,Y,Y,N,M
682,28,2250,4118437,366391,48.2,Y,Y,N,M
683,29,2255,4118427,366382,51.3,Y,Y,N,M
684,30,2257,4118431,366371,44,GY,N,N,SNBA
685,31,2258,4118424,366368,43.4,DY,Y,N,M
686,32,2300,4118414,366363,45,Y,Y,N,M
687,33,2301,4118412,366365,44.3,DY,N,Y,F
688,34,2303,4118411,366378,46.7,DY,N,Y,F
689,35,2307,4118426,366347,47.8,Y,Y,N,M
690,36,2309,4118409,366368,34.7,GY,N,N,SNBA
691,37,2310,4118408,366358,45.1,DY,N,Y,F
692,38,2311,4118414,366357,37.9,G,N,N,SNBA
693,39,2313,4118416,366349,51.9,Y,Y,N,M
694,40,2315,4118409,366360,38.1,G,N,N,SNBA
695,41,2316,4118417,366362,47.5,DY,Y,N,M
696,42,2317,4118401,366350,40.3,GY,N,N,SNBA
697,43,2319,4118403,366354,43.5,DY,N,Y,F
698,44,2321,4118417,366346,46.5,DY,N,Y,F
699,45,2323,4118391,366348,45.1,Y,Y,N,M
700,46,2326,4118392,366339,42,G,N,N,SNBA
701,47,2327,4118384,366333,50.1,Y,Y,N,M
702,48,2329,4118395,366331,50.8,Y,Y,N,M
703,49,2330,4118391,366329,39.6,DY,N,N,SNBA
704,50,2330,4118402,366324,51.5,Y,N,Y,F
705,51,2331,4118400,366320,46.1,DY,N,Y,F
706,52,2332,4118404,366332,43.7,DY,N,Y,F
707,53,2334,4118398,366335,40.4,DY,N,N,SNBA
708,54,2335,4118391,366327,45.3,DY,N,Y,F
709,55,2337,4118380,366328,60.8,DY,N,Y,F
710,56,2340,4118389,366328,49.8,Y,Y,N,M
711,57,2343,4118381,366323,47.9,Y,Y,N,M
712,58,2345,4118404,366311,48.1,Y,Y,N,M
713,59,2346,4118404,366318,44.7,GY,N,Y,F
714,60,2348,4118382,366310,50.1,DY,N,Y,F
715,61,2348,4118380,366310,42.8,DY,N,Y,F
716,62,2349,4118369,366312,45.6,DY,N,Y,F
717,63,2349,4118375,366311,35,GY,N,N,SNBA
718,64,2356,4118390,366300,50,Y,Y,N,M
719,65,2357,4118374,366291,46.8,GY,N,Y,F
720,66,2359,4118368,366301,48.5,Y,Y,N,M
721,67,2,4118371,366300,43.9,DY,N,Y,F
722,68,5,4118380,366279,48,Y,Y,N,M
723,69,5,4118387,366283,50.1,Y,Y,N,M
724,70,8,4118385,366297,39.3,G,N,N,SNBA
725,71,9,4118388,366280,50.2,DY,N,Y,F
726,72,12,4118372,366261,52.7,Y,Y,N,M
727,73,13,4118382,366255,42,DY,N,N,SNBA
728,74,15,4118378,366249,48.5,DY,N,Y,F
729,75,16,4118359,366250,47.4,Y,Y,N,M
730,76,21,4118371,366236,49.9,DY,N,Y,F
731,77,21,4118369,366232,46.2,DY,N,Y,F
732,78,22,4118375,366229,51.6,Y,Y,N,M
733,79,24,4118365,366229,41.1,GY,N,N,SNBA
734,80,25,4118362,366216,50.3,Y,Y,N,M
735,81,27,4118356,366223,43.1,Y,Y,N,M
736,82,36,4118358,366190,53.1,DY,N,Y,F
737,83,40,4118367,366164,53.3,DY,N,Y,F
738,84,45,4118363,366155,43.5,DY,N,Y,F
739,85,48,4118367,366138,52,Y,Y,N,M
740,86,52,4118364,366118,42.8,GY,N,Y,F
741,87,53,4118352,366120,42.1,DY,N,Y,F
742,88,58,4118368,366109,47.9,Y,Y,N,M
743,89,100,4118368,366095,44.5,Y,Y,N,M
744,90,107,4118406,366053,47.6,Y,Y,N,M
745,91,108,4118410,366050,47.1,DY,N,Y,F
746,92,110,4118391,366031,45.7,Y,Y,N,M
747,93,113,4118386,366029,45.7,Y,Y,N,M
748,94,117,4118424,366009,54.2,Y,Y,N,M
749,95,119,4118419,365993,49.9,Y,Y,N,M
750,96,121,4118398,365995,44.8,Y,N,Y,F
751,1,2103,4119356,364692,49.3,DY,N,Y,F
752,2,2108,4119319,364657,45.2,GY,N,Y,F
753,3,2109,4119306,364642,45.5,GY,N,Y,F
754,4,2113,4119274,364610,39.8,GY,N,Y,F
755,5,2116,4119267,364566,45.1,DY,N,Y,F
756,6,2128,4119081,364503,39.9,GY,N,N,SNBA
757,7,2131,4119070,364491,51.2,DY,N,Y,F
758,8,2134,4119029,364494,45.2,Y,Y,N,M
759,9,2134,4119021,364501,31.5,DY,N,Y,F
760,10,2137,4119022,364484,42.9,DY,N,Y,F
761,11,2139,4119016,364472,46.7,DY,N,N,SNBA
762,12,2141,4119009,364460,37.1,G,N,Y,F
763,13,2143,4119988,364460,50.3,GY,N,Y,F
764,14,2146,4119981,364464,46.5,GY,N,Y,F
765,15,2146,4119987,364466,34.2,GY,N,N,SNBA
766,16,2151,4119003,364427,37.2,DY,N,N,SNBA
767,17,2157,4119071,364455,44,DY,N,Y,F
768,18,2158,4119072,364454,51.6,DY,N,Y,F
769,19,2159,4119071,364465,45.9,GY,N,Y,F
770,20,2200,4119084,364472,35.2,GY,N,N,SNBA
771,21,2200,4119089,364473,44.2,DY,N,Y,F
772,22,2202,4119085,364465,48.2,Y,Y,N,M
773,23,2202,4119092,364469,50.8,Y,Y,N,M
774,24,2204,4119091,364456,44,Y,Y,N,M
775,25,2206,4119104,364467,52.7,DY,N,Y,F
776,26,2211,4119137,364474,56.3,Y,Y,N,M
777,27,2211,4119139,364464,52.9,Y,Y,N,M
778,28,2213,4119145,364472,37.7,GY,N,N,SNBA
779,29,2216,4119143,364482,46.3,Y,Y,N,M
780,30,2235,4118605,364308,44.6,DY,N,Y,F
781,31,2238,4118616,364319,49.7,Y,Y,N,M
782,32,2241,4118623,364324,42.4,GY,N,N,SNBA
783,33,2243,4118646,364318,42,GY,N,N,SNBA
784,34,2244,4118638,364325,42.8,GY,N,Y,F
785,35,2247,4118658,364327,51.9,Y,N,Y,F
786,36,2251,4118709,364379,40.8,DY,N,N,SNBA
787,37,2253,4118722,364375,46.8,GY,N,Y,F
788,38,2254,4118716,364390,39,GY,N,N,SNBA
789,39,2255,4118718,364392,39.3,GY,N,N,SNBA
790,40,2256,4118718,364396,54.6,Y,Y,N,M
791,41,2256,4118725,364398,47.3,Y,Y,N,M
792,42,2258,4118747,364397,51.1,Y,Y,N,M
793,43,2300,4118754,364412,44.8,GY,N,Y,F
794,44,2303,4118761,364451,38,GY,N,Y,F
795,45,2304,4118766,364434,52.1,Y,Y,N,M
796,46,2304,4118769,364447,48.1,Y,Y,N,M
797,47,2309,4118786,364464,51.1,DY,N,Y,F
798,48,2310,4118789,364466,51.9,DY,N,Y,F
799,49,2313,4118799,364494,50.2,Y,N,N,SNBA
800,50,2315,4118807,364471,47.4,GY,N,Y,F
801,51,2316,4118807,364473,45.1,DY,N,Y,F
802,52,2319,4118837,364466,47.1,Y,Y,N,M
803,53,2320,4118823,364439,52,Y,Y,N,M
804,54,2321,4118823,364437,52.4,Y,Y,N,M
805,55,2326,4118865,364410,51.4,Y,Y,N,M
806,56,2335,4118986,364459,44.5,DY,Y,N,M
807,57,2356,4119990,364080,47.9,DY,N,Y,F
808,58,2356,4119987,364083,39.2,GY,N,N,SNBA
809,59,2358,4119997,364069,53.4,Y,Y,N,M
810,60,0,4120007,364066,52.1,Y,Y,N,M
811,61,1,4120010,364054,47.4,Y,Y,N,M
812,62,6,4120041,364015,35.3,GY,N,N,SNBA
813,63,8,4120048,364008,42.6,DY,Y,N,M
814,64,10,4120055,364011,40.2,GY,N,Y,F
815,65,11,4120071,364002,41.7,DY,N,Y,F
816,66,13,4120077,364001,50.6,GY,N,Y,F
817,67,14,4120087,363986,49.7,Y,Y,N,M
818,68,15,4120090,363984,45,GY,N,N,SNBA
819,69,17,4120090,363984,49.6,Y,Y,N,M
820,70,21,4120115,363946,36.3,GY,N,N,SNBA
821,71,23,4120143,363916,44.4,Y,Y,N,M
823,72,33,4120297,363869,48.5,DY,N,Y,F
824,73,36,4120322,363856,45.3,Y,Y,N,M
825,74,41,4120357,363859,50.3,Y,Y,N,M
826,75,41,4120354,363854,49,DY,N,Y,F
827,76,42,4120364,363848,49.3,Y,Y,N,M
828,77,43,4120366,363856,50.9,Y,Y,N,M
829,78,44,4120372,363859,49.9,Y,Y,N,M
830,79,45,4120387,363849,50.1,DY,N,Y,F
831,80,46,4120388,363840,53.1,Y,Y,N,M
832,81,47,4120393,363847,42,GY,N,N,SNBA
833,82,49,4120391,363836,44.3,Y,Y,N,M
834,83,49,4120392,363829,46.9,DY,N,Y,F
835,84,50,4120395,363831,54.5,Y,Y,N,M
836,85,52,4120412,363841,42.7,GY,N,Y,F
837,86,54,4120456,363842,54.7,Y,Y,N,M
838,87,55,4120452,363819,51.7,DY,N,Y,F
839,88,100,4120487,363836,49,Y,Y,N,M
840,1,2102,4119511,364748,52.2,DY,Y,N,M
841,2,2103,4119531,364729,41.8,GY,N,Y,F
842,3,2105,4119521,364738,43.3,DY,Y,N,M
843,4,2109,4119479,364722,53.9,Y,Y,N,M
844,5,2124,4119355,364618,52.3,Y,Y,N,M
845,6,2127,4119331,364622,52.1,Y,Y,N,M
846,7,2129,4119335,364602,48.8,GY,N,Y,F
847,8,2132,4119317,364607,44.9,GY,N,N,SNBA
848,9,2135,4119306,364587,46.3,DY,N,N,SNBA
849,10,2136,4119319,364605,51,DY,N,Y,F
850,11,2138,4119295,364597,52.8,Y,Y,N,M
851,12,2139,4119302,364601,49.4,Y,Y,N,M
852,13,2141,4119317,364614,41.5,DY,N,N,SNBA
853,14,2142,4119311,364601,45,DY,N,N,SNBA
854,15,2144,4119269,364598,52.8,Y,Y,N,M
855,16,2144,4119288,364586,50.4,GY,N,Y,F
856,17,2146,4119269,364578,47.9,DY,N,Y,F
857,18,2148,4119281,364574,48.7,GY,N,Y,F
858,19,2152,4119266,364582,43.1,DY,N,Y,F
859,20,2154,4119271,364582,52.4,Y,Y,N,M
860,21,2155,4119255,364575,48.5,Y,Y,N,M
861,22,2157,4119269,364589,56.2,Y,Y,N,M
862,23,2159,4119259,364572,47.9,Y,Y,N,M
863,24,2200,4119256,364569,49.6,DY,Y,N,M
864,25,2201,4119256,364570,45.3,Y,Y,N,M
865,26,2204,4119255,364569,45.2,Y,Y,N,M
866,27,2205,4119244,364561,48.5,DY,Y,N,M
867,28,2216,4119162,364495,47.5,Y,Y,N,M
868,29,2239,4118644,364281,45.9,Y,Y,N,M
869,30,2239,4118644,364281,40.1,GY,N,N,SNBA
870,31,2241,4118621,364286,36.7,GY,N,N,SNBA
871,32,2242,4118621,364286,42.3,GY,N,N,SNBA
872,33,2243,4118650,364292,39.1,GY,N,N,SNBA
873,34,2247,4118670,364290,44.1,GY,N,N,SNBA
874,35,2248,4118655,364308,48.2,DY,N,N,SNBA
875,36,2258,4118754,364404,63.8,Y,Y,N,M
876,37,2301,4118820,364430,50.9,DY,N,Y,F
877,38,2305,4118765,364412,51.7,DY,Y,N,M
878,39,2309,4118785,364432,56.5,Y,Y,N,M
879,40,2314,4118795,364404,51.6,Y,Y,N,M
880,41,2316,4118824,364416,47.4,Y,Y,N,M
881,42,2317,4118822,364416,48.3,GY,N,Y,F
882,43,2319,4118814,364398,54.3,GY,N,Y,F
883,44,2320,4118820,364386,59,Y,Y,N,M
884,45,2321,4118833,364390,54.7,Y,Y,N,M
885,46,2327,4118870,364389,53.5,Y,Y,N,M
886,47,2330,4118916,364395,56.4,Y,Y,N,M
887,48,2339,4118985,364454,49.3,Y,Y,N,M
889,49,2359,4120006,364101,39.9,DY,N,N,SNBA
890,50,1,4120014,364106,46.9,GY,N,Y,F
891,51,3,4120004,364095,49.5,Y,Y,N,M
892,52,5,4120032,364097,50.8,Y,N,Y,F
893,53,8,4120050,364066,44.3,Y,Y,N,M
894,54,10,4120058,364042,53.6,Y,Y,N,M
895,55,12,4120076,364048,38.7,G,N,N,SNBA
896,56,17,4120124,363971,48.2,DY,N,Y,F
897,57,19,4120124,363971,45.1,GY,N,Y,F
898,58,22,4120142,363987,51.6,Y,Y,N,M
899,59,24,4120158,363952,49.3,DY,N,Y,F
900,60,25,4120164,363960,42,GY,N,N,SNBA
901,61,28,4120186,363942,55.2,Y,Y,N,M
903,62,32,4120250,363917,56.6,DY,N,Y,F
904,63,33,4120256,363910,55.1,Y,Y,N,M
905,64,34,4120262,363898,57.5,Y,Y,N,M
906,65,36,4120269,363900,36,GY,N,N,SNBA
907,66,37,4120277,363908,41.9,DY,N,Y,F
908,67,38,4120272,363900,58.3,Y,Y,N,M
909,68,43,4120333,363890,47.7,Y,Y,N,M
910,69,45,4120355,363868,50,Y,Y,N,M
911,70,47,4120377,363867,52.7,Y,Y,N,M
912,71,49,4120402,363865,50.9,Y,Y,N,M
913,72,50,4120424,363874,55.2,Y,Y,N,M
914,73,52,4120419,363863,55.1,Y,Y,N,M
915,74,53,4120445,363879,56.1,Y,Y,N,M
916,75,56,4120457,363874,55.3,Y,Y,N,M
917,76,57,4120459,363868,45.6,Y,Y,N,M
918,1,2111,4119073,367081,48.6,DY,N,Y,F
919,2,2111,4119081,367080,42.8,GY,N,Y,F
920,3,2112,4119039,367078,66.2,DY,N,Y,F
921,4,2112,4119062,367084,46.2,DY,N,Y,F
922,5,2114,4119061,367094,52,Y,Y,N,M
923,6,2115,4119045,367131,52.1,DY,N,Y,F
924,7,2116,4119019,367142,58.9,DY,N,Y,F
925,8,2117,4119024,367139,48,DY,N,Y,F
926,9,2117,4119026,367135,57.4,Y,Y,N,M
927,10,2119,4119014,367192,52.8,Y,N,Y,F
928,11,2122,4119001,367264,38.9,G,N,N,SNBA
929,12,2123,4118956,367248,54.4,DY,N,Y,F
930,13,2124,4118979,367266,62.8,Y,N,Y,F
931,14,2125,4118976,367271,49.9,DY,N,Y,F
932,15,2125,4118956,367268,47.2,Y,Y,N,M
933,16,2125,4118957,367291,52.9,Y,Y,N,M
934,17,2125,4118950,367275,51.5,Y,N,Y,F
935,18,2126,4118988,367289,55,Y,Y,N,M
936,19,2128,4118985,367293,50.1,DY,N,Y,F
937,20,2128,4118985,367293,50.9,Y,Y,N,M
938,21,2128,4118985,367295,39.1,GY,N,N,SNBA
939,22,2129,4118948,367275,51.8,Y,Y,N,M
940,23,2130,4118944,367301,37.7,G,N,N,SNBA
941,24,2130,4118981,367291,48.2,Y,Y,N,M
942,25,2131,4118956,367302,50.7,DY,N,Y,F
943,26,2131,4119000,367296,50.5,Y,Y,N,M
944,27,2132,4118965,367200,52.1,Y,Y,N,M
945,28,2132,4118987,367290,55.6,Y,Y,N,M
946,29,2134,4118981,367288,47.7,Y,Y,N,M
947,30,2135,4118961,367354,51.3,Y,Y,N,M
948,31,2135,4118961,367354,37.1,G,N,N,SNBA
949,32,2136,4118992,367312,46.2,Y,Y,N,M
950,33,2136,4118956,367347,48.4,Y,Y,N,M
951,34,2137,4118988,367326,40.4,GY,N,N,SNBA
952,35,2137,4118975,367339,40,DY,N,N,SNBA
953,36,2137,4118975,367339,54.8,Y,Y,N,M
954,37,2138,4118995,367324,46.7,Y,Y,N,M
955,38,2138,4118962,367333,40.7,G,N,N,SNBA
956,39,2139,4118969,367345,40.4,GY,N,N,SNBA
957,40,2140,4118977,367344,43.2,GY,N,N,SNBA
958,41,2141,4118968,367360,34.4,G,N,N,SNBA
959,42,2141,4118968,367360,49.4,Y,Y,N,M
960,43,2143,4118991,367352,41.9,G,N,N,SNBA
961,44,2143,4118969,367339,43.4,G,N,N,SNBA
962,45,2145,4118985,367366,48.8,Y,Y,N,M
963,46,2145,4119046,367365,37,DY,N,N,SNBA
964,47,2145,4118981,367367,45.3,DY,N,Y,F
965,48,2145,4118981,367367,47,Y,Y,N,M
966,49,2147,4118983,367375,37.6,G,N,N,SNBA
967,50,2147,4118955,367354,49.6,Y,N,Y,F
968,51,2148,4118927,367370,47.6,Y,N,Y,F
969,52,2149,4118991,367373,47.2,DY,N,Y,F
970,53,2149,4118991,367373,39.3,G,N,N,SNBA
971,54,2150,4118981,367365,48.1,Y,Y,N,M
972,55,2150,4119052,367370,44.5,DY,Y,N,M
973,56,2151,4119005,367356,50.1,Y,Y,N,M
974,57,2151,4119004,367360,56.9,Y,N,Y,F
975,58,2152,4119048,367366,40.2,GY,N,Y,F
976,59,2153,4118986,367354,50.3,GY,N,Y,F
977,60,2153,4119016,367373,43.5,DY,N,N,SNBA
978,61,2154,4119041,367405,41.7,GY,N,N,SNBA
979,62,2154,4119013,367377,52,Y,Y,N,M
980,63,2155,4119037,367416,31.4,G,N,N,SNBA
981,64,2155,4119008,367385,40.8,G,N,N,SNBA
982,65,2155,4119032,367409,47.7,GY,N,Y,F
983,66,2156,4119016,367389,43,GY,N,N,SNBA
984,67,2157,4119034,367414,37.8,GY,N,N,SNBA
985,68,2157,4119014,367395,39.2,GY,N,N,SNBA
986,69,2158,4119036,367418,45.2,Y,Y,N,M
987,70,2158,4119020,367399,34.1,GY,N,N,SNBA
988,71,2159,4119035,367407,38.8,GY,N,N,SNBA
989,72,2159,4119021,367410,40.5,G,N,N,SNBA
990,73,2201,4119042,367409,42.5,G,N,N,SNBA
991,74,2202,4119053,367420,42.8,Y,Y,N,M
992,75,2203,4119074,367399,48.1,Y,N,Y,F
993,76,2203,4119067,367419,43.2,DY,N,N,SNBA
994,77,2204,4119060,367428,58.7,Y,Y,N,M
995,78,2204,4119091,367408,47.5,DY,N,Y,F
996,79,2205,4119062,367437,39.5,G,N,N,SNBA
997,80,2205,4119062,367437,34.4,G,N,N,SNBA
998,81,2205,4119083,367419,36.1,G,N,N,SNBA
999,82,2206,4119089,367426,50.6,Y,Y,N,M
1000,83,2206,4119054,367431,43.3,GY,N,N,SNBA
1001,84,2207,4119091,367420,34.8,GY,N,N,SNBA
1002,85,2207,4119086,367424,38.1,GY,N,N,SNBA
1003,86,2207,4119069,367442,35.8,G,N,N,SNBA
1004,88,2208,4119093,367427,35.8,GY,N,N,SNBA
1005,89,2209,4119087,367422,51.5,Y,Y,N,M
1006,90,2210,4119088,367427,37,GY,N,N,SNBA
1007,91,2210,4119090,367424,52.2,GY,N,Y,F
1008,92,2211,4119093,367421,43.2,DY,N,N,SNBA
1009,93,2212,4119106,367418,42.8,G,N,N,SNBA
1010,94,2213,4119078,367466,42.6,DY,N,N,SNBA
1011,95,2213,4119101,367430,39.4,GY,N,N,SNBA
1012,96,2213,4119101,367430,49.1,GY,N,Y,F
1013,97,2214,4119094,367459,44.3,GY,N,N,SNBA
1014,98,2214,4119115,367428,35.7,GY,N,N,SNBA
1015,99,2215,4119102,367438,35.4,G,N,N,SNBA
1016,100,2215,4119086,367473,48.9,DY,Y,N,M
1017,101,2216,4119108,367437,38.2,G,N,N,SNBA
1018,102,2217,4119108,367439,42.3,GY,N,N,SNBA
1019,103,2218,4119106,367477,39.5,G,N,N,SNBA
1020,104,2218,4119106,367477,49,Y,Y,N,M
1021,105,2218,4119100,367440,52.6,DY,N,Y,F
1022,106,2218,4119113,367438,39,GY,N,N,SNBA
1023,107,2221,4119116,367437,39.8,GY,N,N,SNBA
